"id,""matchDate"",""Country"",""League"",""Season"",""homeTeam"",""awayTeam"",""FTHG"",""FTAG"",""FTR"",""1HHG"",""1HAG"",""1HR"",""2HHG"",""2HAG"",""2HR"""
"490,""19-08-23 19:30"",""Spain"",""LaLiga"",""2023/2024"",""Almeria"",""Real Madrid"",""1"",""3"",""A"",""1"",""1"",""D"",""0"",""2"",""A"""
"488,""20-08-23 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Girona"",""Getafe"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"480,""26-08-23 19:30"",""Spain"",""LaLiga"",""2023/2024"",""Granada CF"",""Mallorca"",""3"",""2"",""H"",""1"",""1"",""D"",""2"",""1"",""H"""
"479,""26-08-23 21:30"",""Spain"",""LaLiga"",""2023/2024"",""Sevilla"",""Girona"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"469,""02-09-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Alaves"",""Valencia"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"464,""15-09-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Alaves"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"459,""17-09-23 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Getafe"",""Osasuna"",""3"",""2"",""H"",""1"",""1"",""D"",""2"",""1"",""H"""
"458,""17-09-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Villarreal"",""Almeria"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"449,""24-09-23 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Sociedad"",""Getafe"",""4"",""3"",""H"",""1"",""2"",""A"",""3"",""1"",""H"""
"448,""24-09-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Villarreal"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"440,""27-09-23 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Ath Bilbao"",""Getafe"",""2"",""2"",""D"",""1"",""0"",""H"",""1"",""2"",""A"""
"441,""27-09-23 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Madrid"",""Las Palmas"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"436,""28-09-23 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Celta Vigo"",""Alaves"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"432,""30-09-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Mallorca"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"430,""30-09-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Sociedad"",""Ath Bilbao"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"426,""01-10-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Atl. Madrid"",""Cadiz CF"",""3"",""2"",""H"",""1"",""2"",""A"",""2"",""0"",""H"""
"427,""01-10-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Betis"",""Valencia"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"424,""06-10-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Ath Bilbao"",""Almeria"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"422,""07-10-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Real Madrid"",""Osasuna"",""4"",""0"",""H"",""1"",""0"",""H"",""3"",""0"",""H"""
"421,""07-10-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Valencia"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"418,""08-10-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Atl. Madrid"",""Real Sociedad"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"416,""08-10-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Alaves"",""Betis"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"414,""20-10-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Osasuna"",""Granada CF"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"412,""21-10-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Getafe"",""Betis"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"402,""28-10-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Real Madrid"",""1"",""2"",""A"",""1"",""0"",""H"",""0"",""2"",""A"""
"399,""29-10-23 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Betis"",""Osasuna"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"398,""29-10-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Real Sociedad"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"397,""29-10-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Ath Bilbao"",""Valencia"",""2"",""2"",""D"",""1"",""0"",""H"",""1"",""2"",""A"""
"393,""04-11-23 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Osasuna"",""Girona"",""2"",""4"",""A"",""1"",""1"",""D"",""1"",""3"",""A"""
"392,""04-11-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Betis"",""Mallorca"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"391,""04-11-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Celta Vigo"",""Sevilla"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"388,""05-11-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Valencia"",""Granada CF"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"383,""11-11-23 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Girona"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"380,""11-11-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Granada CF"",""Getafe"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"376,""12-11-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Atl. Madrid"",""Villarreal"",""3"",""1"",""H"",""1"",""1"",""D"",""2"",""0"",""H"""
"374,""25-11-23 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Barcelona"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"367,""26-11-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Betis"",""Las Palmas"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"365,""29-11-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Cadiz CF"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"364,""01-12-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Las Palmas"",""Getafe"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"362,""02-12-23 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Ath Bilbao"",""Rayo Vallecano"",""4"",""0"",""H"",""1"",""0"",""H"",""3"",""0"",""H"""
"361,""02-12-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Real Madrid"",""Granada CF"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"360,""02-12-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Osasuna"",""Real Sociedad"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"356,""03-12-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Atl. Madrid"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"350,""09-12-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Sevilla"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"348,""10-12-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Cadiz CF"",""Osasuna"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"347,""10-12-23 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Girona"",""2"",""4"",""A"",""1"",""2"",""A"",""1"",""2"",""A"""
"343,""16-12-23 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Celta Vigo"",""Granada CF"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"337,""17-12-23 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Las Palmas"",""Cadiz CF"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"332,""19-12-23 21:30"",""Spain"",""LaLiga"",""2023/2024"",""Atl. Madrid"",""Getafe"",""3"",""3"",""D"",""1"",""0"",""H"",""2"",""3"",""A"""
"331,""20-12-23 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Almeria"",""3"",""2"",""H"",""1"",""1"",""D"",""2"",""1"",""H"""
"326,""21-12-23 21:30"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Osasuna"",""3"",""2"",""H"",""1"",""1"",""D"",""2"",""1"",""H"""
"320,""03-01-24 17:00"",""Spain"",""LaLiga"",""2023/2024"",""Granada CF"",""Cadiz CF"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"318,""03-01-24 19:15"",""Spain"",""LaLiga"",""2023/2024"",""Celta Vigo"",""Betis"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"316,""04-01-24 17:00"",""Spain"",""LaLiga"",""2023/2024"",""Osasuna"",""Almeria"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"314,""04-01-24 21:30"",""Spain"",""LaLiga"",""2023/2024"",""Las Palmas"",""Barcelona"",""1"",""2"",""A"",""1"",""0"",""H"",""0"",""2"",""A"""
"312,""13-01-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Las Palmas"",""Villarreal"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"311,""13-01-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Celta Vigo"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"307,""14-01-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Cadiz CF"",""Valencia"",""1"",""4"",""A"",""1"",""1"",""D"",""0"",""3"",""A"""
"304,""20-01-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Villarreal"",""Mallorca"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"289,""28-01-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Sevilla"",""Osasuna"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"288,""28-01-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Atl. Madrid"",""Valencia"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"285,""31-01-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Atl. Madrid"",""Rayo Vallecano"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"281,""03-02-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Granada CF"",""Las Palmas"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"276,""04-02-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Betis"",""Getafe"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"275,""04-02-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Madrid"",""Atl. Madrid"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"274,""05-02-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Sevilla"",""1"",""2"",""A"",""1"",""2"",""A"",""0"",""0"",""D"""
"272,""10-02-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Alaves"",""Villarreal"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"266,""11-02-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Sevilla"",""Atl. Madrid"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"265,""11-02-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Granada CF"",""3"",""3"",""D"",""1"",""1"",""D"",""2"",""2"",""D"""
"258,""18-02-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Real Madrid"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"256,""18-02-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Real Sociedad"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"254,""19-02-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Ath Bilbao"",""Girona"",""3"",""2"",""H"",""1"",""0"",""H"",""2"",""2"",""D"""
"252,""24-02-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Getafe"",""4"",""0"",""H"",""1"",""0"",""H"",""3"",""0"",""H"""
"250,""24-02-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Almeria"",""Atl. Madrid"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"237,""03-03-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Girona"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"233,""09-03-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Valencia"",""Getafe"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"232,""09-03-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Cadiz CF"",""Atl. Madrid"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"230,""09-03-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Girona"",""Osasuna"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"229,""10-03-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Alaves"",""Rayo Vallecano"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"227,""10-03-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Real Madrid"",""Celta Vigo"",""4"",""0"",""H"",""1"",""0"",""H"",""3"",""0"",""H"""
"225,""11-03-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Almeria"",""Sevilla"",""2"",""2"",""D"",""1"",""0"",""H"",""1"",""2"",""A"""
"224,""15-03-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Sociedad"",""Cadiz CF"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"222,""16-03-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Osasuna"",""Real Madrid"",""2"",""4"",""A"",""1"",""2"",""A"",""1"",""2"",""A"""
"221,""16-03-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Getafe"",""Girona"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"219,""17-03-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Sevilla"",""Celta Vigo"",""1"",""2"",""A"",""1"",""0"",""H"",""0"",""2"",""A"""
"216,""17-03-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Betis"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"208,""31-03-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Girona"",""Betis"",""3"",""2"",""H"",""1"",""1"",""D"",""2"",""1"",""H"""
"206,""31-03-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Madrid"",""Ath Bilbao"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"195,""14-04-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Sociedad"",""Almeria"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"193,""19-04-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Ath Bilbao"",""Granada CF"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"188,""21-04-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Getafe"",""Real Sociedad"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"187,""21-04-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Almeria"",""Villarreal"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"186,""21-04-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Alaves"",""Atl. Madrid"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"185,""21-04-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Madrid"",""Barcelona"",""3"",""2"",""H"",""1"",""1"",""D"",""2"",""1"",""H"""
"181,""27-04-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Almeria"",""Getafe"",""1"",""3"",""A"",""1"",""1"",""D"",""0"",""2"",""A"""
"179,""27-04-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Atl. Madrid"",""Ath Bilbao"",""3"",""1"",""H"",""1"",""1"",""D"",""2"",""0"",""H"""
"177,""28-04-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Granada CF"",""Osasuna"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"176,""28-04-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Villarreal"",""Rayo Vallecano"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"175,""28-04-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Betis"",""Sevilla"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"174,""29-04-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Valencia"",""4"",""2"",""H"",""1"",""2"",""A"",""3"",""0"",""H"""
"170,""04-05-24 18:30"",""Spain"",""LaLiga"",""2023/2024"",""Girona"",""Barcelona"",""4"",""2"",""H"",""1"",""2"",""A"",""3"",""0"",""H"""
"165,""05-05-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Sevilla"",""Granada CF"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"163,""10-05-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Alaves"",""Girona"",""2"",""2"",""D"",""1"",""2"",""A"",""1"",""0"",""H"""
"162,""11-05-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Las Palmas"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"161,""11-05-24 16:15"",""Spain"",""LaLiga"",""2023/2024"",""Villarreal"",""Sevilla"",""3"",""2"",""H"",""1"",""2"",""A"",""2"",""0"",""H"""
"158,""12-05-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Cadiz CF"",""Getafe"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"154,""13-05-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Real Sociedad"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"153,""14-05-24 19:30"",""Spain"",""LaLiga"",""2023/2024"",""Osasuna"",""Mallorca"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"149,""15-05-24 19:30"",""Spain"",""LaLiga"",""2023/2024"",""Rayo Vallecano"",""Granada CF"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"146,""16-05-24 19:30"",""Spain"",""LaLiga"",""2023/2024"",""Las Palmas"",""Betis"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"144,""16-05-24 22:00"",""Spain"",""LaLiga"",""2023/2024"",""Real Sociedad"",""Valencia"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"143,""18-05-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Alaves"",""Getafe"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"136,""19-05-24 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Barcelona"",""Rayo Vallecano"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"140,""19-05-24 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Mallorca"",""Almeria"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"142,""19-05-24 19:00"",""Spain"",""LaLiga"",""2023/2024"",""Villarreal"",""Real Madrid"",""4"",""4"",""D"",""1"",""4"",""A"",""3"",""0"",""H"""
"132,""25-05-24 14:00"",""Spain"",""LaLiga"",""2023/2024"",""Osasuna"",""Villarreal"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"124,""26-05-24 21:00"",""Spain"",""LaLiga"",""2023/2024"",""Sevilla"",""Barcelona"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"14233,""15-08-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Getafe"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"14232,""15-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Betis"",""Girona"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"14230,""16-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Sevilla"",""2"",""2"",""D"",""1"",""1"",""D"",""1"",""1"",""D"""
"14228,""17-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Valencia"",""Barcelona"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"14225,""19-08-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Valladolid"",""Espanyol"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"14222,""23-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Sevilla"",""Villarreal"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"14220,""24-08-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Barcelona"",""Ath Bilbao"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"14214,""25-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Atl. Madrid"",""Girona"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"14213,""26-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Villarreal"",""Celta Vigo"",""4"",""3"",""H"",""1"",""2"",""A"",""3"",""1"",""H"""
"14211,""27-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Rayo Vallecano"",""Barcelona"",""1"",""2"",""A"",""1"",""0"",""H"",""0"",""2"",""A"""
"14209,""28-08-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Valencia"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"14208,""28-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Real Sociedad"",""Alaves"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"14206,""29-08-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Girona"",""Osasuna"",""4"",""0"",""H"",""1"",""0"",""H"",""3"",""0"",""H"""
"14205,""29-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Real Madrid"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"14202,""31-08-24 19:15"",""Spain"",""LaLiga"",""2024/2025"",""Espanyol"",""Rayo Vallecano"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"14201,""31-08-24 21:30"",""Spain"",""LaLiga"",""2024/2025"",""Valencia"",""Villarreal"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"14198,""01-09-24 17:00"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Las Palmas"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"14192,""14-09-24 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Espanyol"",""Alaves"",""3"",""2"",""H"",""1"",""1"",""D"",""2"",""1"",""H"""
"14191,""14-09-24 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Sevilla"",""Getafe"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"14186,""15-09-24 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Atl. Madrid"",""Valencia"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"14184,""17-09-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Mallorca"",""Real Sociedad"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"14181,""20-09-24 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Alaves"",""Sevilla"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"14179,""21-09-24 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Osasuna"",""Las Palmas"",""2"",""1"",""H"",""1"",""1"",""D"",""1"",""0"",""H"""
"14174,""22-09-24 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Villarreal"",""Barcelona"",""1"",""5"",""A"",""1"",""2"",""A"",""0"",""3"",""A"""
"14173,""22-09-24 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Rayo Vallecano"",""Atl. Madrid"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"14172,""23-09-24 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Betis"",""Mallorca"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"14170,""24-09-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Sevilla"",""Valladolid"",""2"",""1"",""H"",""1"",""0"",""H"",""1"",""1"",""D"""
"14167,""25-09-24 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Barcelona"",""Getafe"",""1"",""0"",""H"",""1"",""0"",""H"",""0"",""0"",""D"""
"14165,""26-09-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Espanyol"",""Villarreal"",""1"",""2"",""A"",""1"",""1"",""D"",""0"",""1"",""A"""
"14166,""26-09-24 19:00"",""Spain"",""LaLiga"",""2024/2025"",""Las Palmas"",""Betis"",""1"",""1"",""D"",""1"",""1"",""D"",""0"",""0"",""D"""
"14162,""28-09-24 14:00"",""Spain"",""LaLiga"",""2024/2025"",""Getafe"",""Alaves"",""2"",""0"",""H"",""1"",""0"",""H"",""1"",""0"",""H"""
"14161,""28-09-24 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Rayo Vallecano"",""Leganes"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"14160,""28-09-24 18:30"",""Spain"",""LaLiga"",""2024/2025"",""Real Sociedad"",""Valencia"",""3"",""0"",""H"",""1"",""0"",""H"",""2"",""0"",""H"""
"14157,""29-09-24 16:15"",""Spain"",""LaLiga"",""2024/2025"",""Ath Bilbao"",""Sevilla"",""1"",""1"",""D"",""1"",""0"",""H"",""0"",""1"",""A"""
"14154,""30-09-24 21:00"",""Spain"",""LaLiga"",""2024/2025"",""Villarreal"",""Las Palmas"",""3"",""1"",""H"",""1"",""0"",""H"",""2"",""1"",""H"""
